交易日期,代理代码,代理名称,复权单位净值,原单位净值,当日每份分红
2016-09-30,159905,工银深证红利ETF,1.1853000000,1.185300,0.000000
2016-10-10,159905,工银深证红利ETF,1.1888000000,1.188800,0.000000
2016-10-11,159905,工银深证红利ETF,1.1910000000,1.191000,0.000000
2016-10-12,159905,工银深证红利ETF,1.1893000000,1.189300,0.000000
2016-10-13,159905,工银深证红利ETF,1.1872000000,1.187200,0.000000
2016-10-14,159905,工银深证红利ETF,1.1884000000,1.188400,0.000000
2016-10-17,159905,工银深证红利ETF,1.1746000000,1.174600,0.000000
2016-10-18,159905,工银深证红利ETF,1.1868000000,1.186800,0.000000
2016-10-19,159905,工银深证红利ETF,1.1820000000,1.182000,0.000000
2016-10-20,159905,工银深证红利ETF,1.1841000000,1.184100,0.000000
2016-10-21,159905,工银深证红利ETF,1.1849000000,1.184900,0.000000
2016-10-24,159905,工银深证红利ETF,1.1957000000,1.195700,0.000000
2016-10-25,159905,工银深证红利ETF,1.2025000000,1.202500,0.000000
2016-10-26,159905,工银深证红利ETF,1.2013000000,1.201300,0.000000
